#,Subject,Author,Status,Related issues,Description
38647,Archive feature for wiki pages ,Fernando Hartmann,New,"","It would be very helpful to have a archive feature for wiki pages, something like closed projects.

There are some pages that don't represent a current information, but, could be interesting to maintain them as a historical record.

If a page is marked as archived the following actions could apply
* Show a badge on the top of page, informing its an archived information, so user knows that isn't a actual information
* Show a badge right after link to archived page 
* Page is locked for edit
* One option on search to opt out from search in archived pages 

This feature goes in distinct direction from soft delete #18295, there you want preserve the track to the page, in this one the idea is to preserve the content too.
"
38575,filter parent issue no,Hirofumi Kadoya,New,"","at Filter 
You can specify multiple ticket numbers separated by commas as the parent issue.
If it is ""equal"", multiple specified items will be reflected.
If ""include"", only the first ticket number will be reflected

ｰｰJPｰｰ
フィルタにて
親チケットとして、カンマ区切りで複数のチケット番号を指定することができますが
「等しい」であれば、複数指定したものが反映されますが
「含む」だと、１つ目のチケット番号しか反映されません

含むの場合でも、チケットナンバーを複数指定できるようになりませんか？
"
38568,Enable to display File count and Total file size on issues list,Takenori TAKAKI,New,"","I have added the query column to display the Files count and Total file size in the issues list and made it sortable.
This feature allows you to easily find issue with a high number of Files count or Total file size directly from the issues list.

!{width:800px}enable_to_display_file_count_and_total_file_size_on_issues_list.png!"
38567,Enable to display notes count on issues list,Takenori TAKAKI,New,Related to #684,"I have added the query column to display the Journal Note count in the issues list and made it sortable.
This feature allows you to easily find issue with a high number of notes directly from the issues list.

!{width:800px}enable_to_display_notes_count_on_issues_list.png!"
38550,Ability to group issues by project fields and custom fields,salman mp,New,"","In the issues listing page, there is a ""group result by"" that has groupable fields (& custom fields) of Issue.
Is it possible to add Project fields (& custom fields) to doing @group by@ on issues? "
38526,"Subversion support for ""View annotation prior to this change""",Go MAEDA,New,Related to #35432,"The ""View annotation prior to this change"" feature added in #35432 currently only supports Git. This issue is for implementing the feature for Subversion as well."
38504,Display pasted images in appropriate size on HiDPI displays,Go MAEDA,New,"","The attached patch improves the image paste feature to display images in appropriate size when you use HiDPI displays like Mac's Retina Display.

If you capture a screenshot on a HiDPI display and paste it into Redmine, the image will be displayed at twice the expected size. The image below is an example. Although the expected display size of the image is 400 x 240px, it is actually displayed at 800 x 480px. This is because the image was captured on a HiDPI display and its physical size is 800 x 480px. For me, this problem is really annoying.

!{border: 1px solid grey;}.clipboard-202304301538-efqbd.png!

After applying the patch, Redmine recognizes the pixel density of the current display when pasting an image and adds an ""@2x"" or ""@3x"" suffix to the filename (e.g. clipboard-****@2x.png) depending on the recognized value of the pixel density. With the suffix, pasted images are displayed in an appropriate size. Note that Redmine 3.4.0 and later can recognize suffixes such as ""@2x"" and ""@3x"" and adjust the display size of the image (#24922).
 
I believe this change will improve the UX when using HiDPI displays by resolving the problem that images are displayed at more than twice the size.

*Before:*
The image in a forum post is displayed twice as large as expected.
!{width: 460px; border: 1px solid grey;}.clipboard-202304301631-1wwtu.png!

*After:*
The image is displayed at the expected size due to the addition of the ""@2x"" suffix to the filename when pasting.
!{width: 460px; border: 1px solid grey;}clipboard-202304301632-bqnnp.png!
"
38501,recent_pages macro that displays a list of recently updated Wiki pages,Go MAEDA,New,"","The attached patch adds a new Wiki macro @{{recent_pages}}@ that displays a list of recently updated Wiki pages.

The macro displays a list of pages that have been updated within 7 days by default. The range of pages to be displayed can be changed with the @days@ and @limit@ options. And you can add information when the page is updated with the `time` option.

<pre>
{{recent_pages}} -- displays pages updated within the past 7 days
{{recent_pages(days=3)}} -- displays pages updated within the past 3 days
{{recent_pages(limit=5)}} -- limits the maximum number of pages to display to 5
{{recent_pages(time=true)}} -- displays pages updated within the past 5 days with updated time
</pre>

*@{{recent_pages}}@ macro in a Wiki page*:
!{width: 400px; border: 1px solid grey;}.clipboard-202304291432-g51x6.png!

*Rendered @{{recent_pages}}@ macro*:
!{width: 400px; border: 1px solid grey;}.clipboard-202304291432-5woil.png!

*One of the useful uses - recently updated pages in Wiki sidebar:*
!{width: 400px; border: 1px solid grey;}.clipboard-202304291435-cfox1.png!
"
38494,Add user with same roles | add by duplicate user roles,Fabrizio Sebastiani,New,"","When adding a new user to an existing project it would be very useful to add the user by copying the roles set from some an already existing user in the project instead of manually tag same roles one-by-one.

Looks reasonable to add a new button beside ""Edit""-""Delete"" something like ""Dup"":

* (Project) -> setting -> Members -> (select an existing user X) 
* click on new button like ""Dup"" beside ""Edit / Delete""
* the same dialog of ""New user"" is open, but it provided same roles of X already flagged on
* continue like ""New user"" use case: new names can be choosed and / or roles still changed; then confirm with ""Add"" button.


"
38492,Provide some ways to find the issues where an user Is mentioned ,pasquale [:dedalus],New,Related to #36162,"At this time there isn't a way to find all issues where an user is mentioned nor via filter nor via email.
Should be possibile to:
* to search issue where i'm mentioned 
* customize the subject of the email related to comment where i'm mentioned.

The old plugin used before the landing of this feature in redmine-core, was implement the way 2
"
38431,Add Counter to news,C S,Needs feedback,"",It would be great to have a counter for the news views...
38423,Regular expression support for string/text type filters,Go MAEDA,New,Related to #13347,"I suggest adding a new operator that does regular expression matching for string/text type filters.

Currently, string or text filters such as Subject, Description, and Notes use SQL's LIKE to find objects that match the given search string. Needless to say, support for regular expressions allows for more flexible searches. Since recent versions of MySQL, PostgreSQL, and SQLite allow regular expressions in the WHERE clause, I think it is possible to implement the new regexp operator."
38396,Support for multiple default data,kusumoto koyumi,New,"","Currently Redmine can load a single default data, but we would like to be able to select from multiple default data.
The current default data is intended for software management, but is difficult to use as is for other purposes. The system administrator needs to re-configure the tracker, status, workflow, etc., which is a hurdle for Redmine beginners.

For example, if, in addition to the current default data for software management, users could choose to load default data intended for simple task management, they would be able to quickly start using Redmine for a wider range of applications without having to perform complicated settings. It would also be possible to provide third-party default data specific to a particular use.

We request support for loading multiple default themes to simplify the initial configuration of Redmine and also to facilitate its use for a variety of purposes."
38367,Session expiry limits per user/group,A Fora,New,"",It would be a great security feature to be able to define session expiry length on a per user/per group basis. At the moment the session length will be the same for all users set up on the server
38357, Request for limitation of byte number to custom field,Ayako Matsuzawa,New,Copied from #38355,"Currently, custom fields have limitation only for number of characters.
We would like you to add limitation of byte number for operation of redmine with our production system.

Japanese has full-width characters(2bytes) and half-width characters(1byte).

Thank you for your cooperation in advance."
38353,Custom templates for email notifications,Jouri Mamaev,New,"","Currently email notifications is hardcoded into soources but they are not intuitive and non-usable for automation.
I want to have possibility to create filters in my mail client to sort different notifications using different rulles.

It will be nice to have customizable mail templates for subject and body in some future releases but for now I made next changes to have this for now:

* I added some templates in localization file looking like:

<pre>
  # project - project name
  # tracker - tracker name
  # id      - issue id
  # status  - issue status
  # subj    - issue title
  # from    - user made changes
  # to      - assigned to
  mail_subject_issue_new: 'ISSUE NEW: by ""%{from}"" for ""%{to}"" %{status} in ""%{project}"": %{subj}'
  mail_subject_issue_update: 'ISSUE UPDATE: by ""%{from}"" for ""%{to}"" %{status} in ""%{project}"": %{subj}'

  # no args
  mail_subject_test: 'Remine test message'
</pre>

* Changed code in ""Redmine\app\models\mailer.rb"" to use them like this:

<pre>
    s = l( ""mail_subject_issue_new"", 
           project:    issue.project.name, 
           tracker:    issue.tracker.name, 
           id:         issue.id, 
           status:     issue.status.name, 
           subj:       issue.subject,
           from:       issue.author.name,
           to:         issue.assigned_to.name )

    mail :to => user,
      :subject => s
</pre>

Now I have possibility to easy change subject templates as I need.

May be you found this way to implement this feature easy enought to add such changes.

In attachments both changed files.
All based on current trunk version and works on:

<pre>
 Redmine version                5.0.5.stable
  Ruby version                   2.7.6-p219 (2022-04-12) [x86_64-linux]
  Rails version                  6.1.7.2
  Environment                    production
  Database adapter               Mysql2
  Mailer queue                   ActiveJob::QueueAdapters::AsyncAdapter
  Mailer delivery                sendmail
</pre>

"
38331,Per project User Display Format,Marian Banica,New,"","In *Settings > Display > User Display Format*, some general setup options exists. 

There are some projects where I would prefer to have this User Display set up differently from the others and to give restricted access to clients.
Is it possible to have this option for each project?"
38312,Add column project_id to Spent time report,Vasily Pupkin,New,"","Hello. can you add ""project_id"" to Spent time report.
If i upload several reports by time. And when build general reports in csv, then, if someone changed the name of the project over time, it will be very difficult to correlate them late. question, is it possible to somehow display unique id value?"
38298,Refresh before edit,David Mackenzie,New,"","When a ticket has been open for some time in a browser tab, it is often the case that the ticket has been changed since the last refresh.
It would be nice if there were a check and refresh before entering the edit: this would avoid the merge/resolution dialog at the end of the edit in many cases.
This would also avoid a much worse case: if the connection had been timed-out beforehand, the edit still takes place, but the data entered are then lost.
So an automatic refresh beforehand would be a very nice feature..."
38226,Implement cron endpoint or script to allow calling scheduled tasks,Echedey López Romero,New,"","Hi.

I am unsure where to classify this issue because it covers a wide range of uses.

Currently, I am managing some Redmine setups over Docker based on the https://github.com/docker-library/redmine image.

Several of these setups, make impossible determining in which node the instance will run or even controlling the service in order to program calls on cron requests in the nodes to perform scheduled tasks in the instances.

Things such as reminders don't work with this setup and, even when I performed a workaround (https://github.com/docker-library/redmine/issues/64#issuecomment-1303047095), this is not ideal for high availability, as it would finish running several @cron@ instances duplicating the issue and further complexity would be added beyond reasonable to fix that with yet another workaround.

It happens that Nextcloud has 3 ways to run its internal tasks:
* Via AJAX while loading the web interface
* Via external http call using some custom service such as easyCron or your own machine to an endpoint
* Via @cron@ in the same machine

So, given this situation, I am suggesting to implement some kind of endpoint to call and execute scheduled tasks via external http calls."
38200,Percent completed on a specific date,Timofey Ivanov,New,"","s it possible to display the percentage of readiness for a specific date?
For example: in the list of tasks, display the percentage at the beginning of the month (week) and the current percentage of completion. This function would be convenient for analyzing the progress of work on a task."
38175,remember OpenID login confirmation / continue OpenID login when not logged into redmine yet,n eeels,New,"","At osmocom.org, we have a gerrit.osmocom.org instance, where we use OpenID with our osmocom.org redmine to log in to gerrit.
The login sequence via OpenID can be extremely cumbersome, and i am seeing that every day, over and over again.
The worst case sequence I get on a daily basis is:

- on gerrit, click login (to comment on a patch for example)
- select osmocom.org as OpenID provider
- osmocom.org first wants me to log in (because i was previously not logged in)
- after login, i am not directed back to gerrit, but remain on osmocom.org redmine. other site's login procedure was aborted.
- pull up that gerrit link again -- am not logged in on gerrit yet.
- click gerrit login again
- now redmine asks me to confirm whether to share login with gerrit.osmocom.org. I have to click ""Yes"".
- only now am I logged in on gerrit.

This so much less convenient than a password manager in the browser that fills in user name and password, and i just hit enter and done.
However, our gerrit only allows OpenID login, so I am forever stuck with above sequence.

The above could improve in these two ways:

- When redmine is asked to provide an OpenID login for another site, do not drop that request when i am not logged in on redmine yet.
  So i.e. some other site requests OpenID login, then, if required, do first ask the user to log in on redmine,
  but then *continue* to complete the OpenID login on the other site.

- When I give redmine confirmation that it is ok to share the OpenID login with another site, provide a tick mark saying ""remember this choice"",
  so that i do not have to click ""Yes"" every day over again."
38147,Value addition in Custom Field,Aravinth G,New,"","We are created custom field and the field name as ""SLA"". If user create the two sub task and update the value in 'SLA' text field as 5 and another sub task having the value of 4 and the total value is 9 and it should be come in parent task. How we can implement calculate the value"
38065,permissions in custom fields for time entries,Irmgard Schwenteck,New,"","Hello

For fields and custom fields in issues you can assign permissions, e.g. some roles can only read fields, not edit them.
Is there a way to have this functionality also in custom fields for time entries?

I can set the visibility of the time entry fields for different roles, but all should be able to see it, only not all should be allowed to edit.

kind regards
Irmgard"
38026,Set custom field value on specific state,Stefan Mueller,New,"","Dear all,
is it possible to set a custom field value on reaching specific state.
E.g. Reset a custom field if ticket status is reassigned to ""New""
Thank you very much
Best Regards"
37996,Add repository sidebar hooks and configuration buttons for repositories,Alexander Meindl,New,"","This patch adds configuration links to repositories in sidebar.

In addition sidebar for repositories is refactored for:

- uses link_to_repository helper, which is provided by the patch with tests
- adds hooks for plugin developers
- uses list for repositories, instead of br"
37978,New email notification option - Only for things I watch,Valdir Stiebe Junior,New,Related to #5862,"Currently there is no way to stop receiving notifications on an issue I'm no longer have interest in. Because I'm always involved, the owner or assigned to.
With this option I would receive notifications only for issues I'm activelly watching.
"
37973,Enable to display watches count on issues list,Takenori TAKAKI,New,"Related to #29894, Related to #17288",""
37944,"Is it possible to show which issues are ""rescheduled"" in gantt chart?",Aria Kang,New,"","Can gantt chart represent which issues are rescheduled? 
Such as the ""Delay"" situation, which will change issue number into red in the gantt chart.
Can rescheduled issues make some changes on gantt chart to represent they are ""rescheduled"" ?"
37941,Add non-members as watchers,Jon Schell,New,"","It's a little annoying to have to add someone to a project in order to add them as a watcher on an issue, because they don't normally need to be on the project, they just need a reference to that one issue.  So, there should be some way to add any user as a watcher of an issue.  When you have a large organization, it's not practical to add everyone to a project just to be able to add them as watchers.

Redmine version                4.2.1.stable
"
37935,Can Gantt chart shows the done rate by week?,Aria Kang,New,"","for example : a job is scheduled for two weeks,week1 I have done 40%,week2 I have done 60%.
Can gantt chart shows the done rate by week? not just show the whole done rate (100%) in the end"
37882,Training Tracking system or workflow,duane ellis,New,"","Q: Is it possible to create a workflow that would track training?

In general, it seems that you can assign a task (ie: go learn something)
And track that the training is completed or not completed.

Perhaps each Training item would or could be a separate Project

But - then there is expiration - ie: Every year you need to go through a refresh.
Example: Every year you need to complete a 1 hour sexual harassment training, managers have to complete a longer 2 hour one.
Example: You need an initial security training, then a yearly repeat or refresh.

I don't think there is a means to create a workflow like that where an assigned task ""expires"" or re-assigns it self after a while.
"
37873,How to modify an email template,cc cc,New,"","The email notification about an issue update contains two parts:
# 1.information from journal what have changed
# 2.issue overview 

Sometimes the full issue overview is very lang,because I defined many fields in an issue,and My question is:
How to modify an email template to implement custom content or How to delete the second part(issue overview) in the email notification?

Redmine version: 4.0.2-1
"
37822,Reduce delay in displaying tooltips with icon-only links,Mizuki ISHIKAWA,New,"","Redmine has the feature to display a tooltip when you hover over an element with a title.
However, this tooltip is not displayed easily because the delay is set to 400.
I would like to reduce the delay, especially for links and buttons that only display icons that require explanation.
!{width: 200px; border: 1px solid #ccc}tooltip.png!"
37731,Add example of 'My page' block name translation to bundled example plugin,Mischa The Evil,New,"","* 'My page' block name translation as added via #3057 (r2659) should be showcased in the bundled example plugin (source:/trunk/extra/sample_plugin) to decrease the need for a FAQ item (as extensive as) like [[Plugin_Internals#Hooking-in-MyPage|Plugin_Internals#Hooking-in-MyPage]].
* [[Plugin_Internals#Hooking-in-MyPage|Plugin_Internals#Hooking-in-MyPage]] should be improved and made more concise.

Then, subsequently,
* [[Plugin_Internals#Hooking-in-MyPage|Hooking in MyPage]] should be moved to [[Plugin_FAQ]].
* [[Plugin_Internals]] should be marked as 'outdated' and 'in need of an update'.
"
37725,Change Issue Priority Due to Mail Subject,Optimal OP Grupo Innova,New,"","Hi to everyone,

I have the following case: we often receive alert e-mails from our firewalls, NAS, etc...

I would like to know if there is any formula to configure that when we receive one of these emails, through certain keywords present in the subject of the emails, a new issue can be registered with the priority status ""Immediate"".

Thank you in advance."
37714,Show additional user email addresses on admin user list,Mischa The Evil,New,"Related to #4244, Related to #31043","Extracted from #31043:
> Aleksandar Pavic wrote:
> > Users can have multiple email addresses.
>
> > Sometimes it's hard to find users via admin->users, [...], especially if they have multiple e-mail addresses.
> Go MAEDA wrote:
> > you can filter users by their email address or domain.
> > [...]
> Aleksandar Pavic wrote:
> > Yes, but it only displays default email address, not additional ones, which makes it hard to find particular user if there is lots of users."
37712,Tree view for issues list,Łukasz Zakrzewski,New,"","Dear all, please introduce tree view in issue list where it will be possible to expand/collapse subtask list. It will increase readability of issues list. 
In my case there are a lot of tasks with lot of subtasks and it is very hard to use it this way."
37702,Update Plugins » That Thread,Irina An,New,"","There is a very useful plugin https://www.redmine.org/plugins/that_thread. But it was developed a year ago for Redmine 4.2.x, 4.1.x, 4.0.x, 3.4.x. 

Now it's not installed for Redmine 5.0.1.

Maybe someone can improve it? (potential paid work, i really need this plugin)"
37701,"Simplify labels of global add button (""+"" button)",Go MAEDA,New,"","I think that labels in the global add button (""+"" button) can be simplified by removing the word ""Add"" or ""New"".

* Since it is obvious that the ""+"" button is for adding objects, ""Add"" or ""New"" in the label of each item is redundant
* Labels are inconsistent. Some start with ""Add"" and some start with ""New""

Before:
!{width: 197px; border: 1px solid grey;}.plus-menu-before.png!

After:
!{width: 197px; border: 1px solid grey;}.plus-menu-after.png!

Comments are welcome."
37677,Add a way to view all saved queries,Jon Schell,New,"","My users are trying to create and save queries and they're having a hard time making them to be shared with others, and I can't easily help because I have no way to see all the saved queries in the system.  I can see one at a time by changing the number in the URL ""redmine/queries/123/edit/"" but the seemingly obvious ""redmine/queries/"" doesn't give me a list of all of them.  The list should also show if the query is public or private.  This should be an admin only feature."
37627,Add hook on versions form,Brice Beaumesnil,New,"","Hello,

On redmine we have hook on issue form, project form but not on version form.

Can you add it ?

Thanks"
37571,Custom email sender per project,Christof Egner,New,"","I need to set a custom email sender per project. There used to be plugins for very old redmine versions, but these don't work with current versions any more:

https://github.com/Warecorp/redmine_project_specific_email_sender
https://github.com/eashman/redmine_author_notification_emails

My current solution is to add a custom mail_from field to projects and patch app/models/mailer.rb like this:

<pre>
678a679,686
>     # CE: project specific mail from address
>     if @issue
>       new_mail = @issue.project.custom_field_values[0].value
>       if !new_mail.nil?
>         headers.merge!('From' => new_mail)
>       end
>     end
> 
</pre>

I'm wondering if someting like this could be add to redmine.
"
37561,Official PlasticSCM Support,Michael Sanders,New,"","In ""this thread"":https://www.redmine.org/boards/2/topics/67465 I mention a PlasticSCM plugin that was written in 2013, and that may have worked for quite some time. Evaluating the code for it's adapter and model, it doesn't appear to be too dissimilar from SVN and Git's SCM.

From what I can see, this plugin seems to be very close to working, and could even be made official with little effort. 

I am willing to sponsor the work to get this plugin working again, or integrate it officially so that we can properly use PlasticSCM within Redmine."
37542,Negative filters for issue id and parent id for custom queries,Christopher Maximov,New,"","There should be also ""is not"" operator available for ""Issue"" and ""Parent task"" filter.
That would be very useful to see all issues but these under specific parent(s)."
37537,Options to manage Mail replies on closed Tickets,hsc solutions,New,"","Hi,
currently its possible to send Mail to closed tickets and they are processed in the same way like the ticket is open.

I think it is very helpful to add an option that if a mail comes for a closed ticket
a) an answer mail is sent with a customizable text like ""This Ticket is closed; Please open a new one"" or
b) a new Ticket should be created with reference to the closed ticket.
c) leave default behaviour active

It would be perfect, if the configuration could be made at project level.

I think this Features is an ""normal"" Feature compared to other Project Management Tools.
"
37536,Additonal (or user defided) date formats,Harald Deischinger,New,"","The configuration page allows for a limited list of pre-defined date formats.
I would like to use a date format like ""%Y-%m-%d (CW%V.%u)"" to also display calendar weeks.

Is there already a way how to define that? Maybe by adding the addtional format to the right source file.
I could modify some language.yml file, but that is probably not the best solution.
"
37512,Activation email rejected by Gmail,Jeff H,New,"","I had to create a hotmail account to activate my redmine account. 

Redmine activation never came to gmail account. 

- Spam folder empty
- all other folders empty
- No filters or rejected emails or blocked email in google/gmail/settings. "
37487,dependent custom fields,ce mar,New,"","Hi!

Is it possible to make dependent custom fields or table(choose)?
I need to link 2 fields: skill and level 

Is it even possible?"
37480,CSV export of project memberships,Mizuki ISHIKAWA,New,"","project members CSV is useful for recording member settings and checking whether users have excessive privileges.
!{width: 500px; border: 1px solid #ccc}screenshot.png!"
37468,Custom Field URL with values of other custom fields,J H,New,"","When having a custom field you can only build up the url with this custom field value.
I need to build up a URL with custom field A and custom field B.

It would be really great if you can set up a URL like this:
http://test.com/?id=%value%&id2=%cf_11%

<pre>
# Returns an URL generated with the custom field URL pattern
      # and variables substitution:
      # %value% => the custom field value
      # %id% => id of the customized object
      # %project_id% => id of the project of the customized object if defined
      # %project_identifier% => identifier of the project of the customized object if defined
      # %m1%, %m2%... => capture groups matches of the custom field regexp if defined
      def url_from_pattern(custom_field, value, customized)
</pre>"
37467,Option to add project when adding users via csv file,Arthur Acker,New,"","I think it would be useful to add an option to choose the project to which the user is added to as well as their role when adding multiple users with a csv file. Right now, we can add users but if you want to add them to a specific project, you have to go one by one and add them manually."
37461,custom field sorting,Martina A.,New,"","Hi everyone;
I would like to request a custom fields sorting / overview. In the mean time, we have too many of them (and yes - we need them all :) ) and it is really hard as administrator to have an overview.
(administration section - custom fields - list of custom fields)
Are there any patches out there, which will allow a better sorting? Not only up and down. For example group fields to the projects, where they are used.
Thanks everyone for contributing to Redmine.
Martina

our current environment please see jpg"
37366,"Redmine Docker - Easy deploy upgrade, administer",Johan Wasserfall,New,"","Good Day All,

I want to find documentation or a walkthrough to install Redmine with MySQL DB on Docker with persistent volumes and an easy way to import plugins.

With this, I want to only worry about pushing/updating/upgrading the environment by pulling the latest image and possibly running the site/upgrade URL.

Hopefully, with this my DB stays intact, and also my color scream/templates remain intact.

It would be great if you could import the plugins via the Redmine site and press a Rake button to consume the plugin.

This would make Redmine the easiest to install and work with.

This is my pipe dream at the moment.

And add the functionality to import SSL/ certificate on the Redmine administrator site to make it secure."
37363,Add native support for OIDC,Daniel Jann,New,"","Considering that:
* Support for OpenID has been dropped (see #35755)
* The ""only OIDC plugin"":https://www.redmine.org/plugins/redmine_openid_connect only supports version 3.4.x of redmine

There is currently no way to implement SSO in current and future versions of redmine, other than creating a custom plugin, which certainly requires in-depth knowledge of ruby on rails, putting it out of reach of many.

I'm sure it would be useful to many of us redmine administrators to have redmine natively support OIDC."
37281,Allows an option to temporarily mute email notification per user and/or per role,pasquale [:dedalus],New,"","It is very useful to have an option that allows you to temporarily disable email notifications for users or groups that have permission (aka the Redmine stealth plugin). This especially for Team Leaders who frequently vary the position / priority of the issues of the ToDo lists of their collaborators. In this way, they could avoid intruding a not small number of useless emails."
37253,"I need a ""comment creation date/time"" as a filtering item on my ticket!",Itaru Tanaka,New,"","In the ticket filtering, if you can filter tickets that have a comment in the ""Comment Creation Date"" field, you can extract tickets that have been created after that date.

If we can extract the tickets after that date, it will allow the Project Manager to efficiently check and respond to tickets that have been responded to.

(Project Manager can check tickets and respond to comments when they are free.)
(The Project Manager would like to check and respond to any comments made since the last time when he/she has a spare moment.)

Description.

The current filter function can extract tickets with an update date as a key.
However, it does not know if that ticket is an update with comments or not.

In the ticket filtering, the ""Comment Creation Date"" field allows you to specify a date for tickets with comments.
If the ticket filtering function can extract tickets that were created after the date of the comment, it would be more efficient for the administrator to check for tickets that have been responded to.
This would allow the administrator to efficiently check for tickets that have been responded to.

Thank you in advance for your consideration."
37176,Mutli language public queries,Aleksandar Pavic,New,"","I can't find any reference for this feature so I am making a request for one.

Public queries should display in user's language, perhaps one table called translations in database in key-value style can be used for translations.

So that saved queries can have reference to translation and based on user's language proper translation or default value is displayed...  "
37173,Better UX in sidebar,pasquale [:dedalus],New,"","In my opinion the sidebar UX it would be better, if the watchers section were moved at the top as the first section. In fact, adding watchers is usually the most common operation among those displayed in the sidebar.
Thanks in advance.
"
37169,Update sanitization rules to allow footnotes markup to match the original structure,Marius BĂLTEANU,New,"","This is related to #35892.

The sanitisation rules should allow footnotes markup to render as they are generated by commonmark gem for easier customisations."
37127,Remove attachment based on minimum file size.,I Volendam,New,Related to #18857,""
37123,"How to access the ""Link values to URL"" using API",Gvm Gvm,New,"","Hi,
I would like to know how to access the ""Link values to URL"" of any issue using the REST API.

For eg. the tickets in our system can be accessed like below:

https://ticket.my_company.de/redmine/issues/ABC-659

So, instead of the legacy issue id, I would like to get the id ""ABC-659"" from the REST API when I get a list of Issue objects.

I could not find that under the custom fields. 

Thanks in advance for any tips and ideas.

"
37115,Update last_login_on when sending requests with API Key,Andreas Skorczyk,New,Related to #20648,"Currently, users that access Redmine through the API with a given API key won't surface, as their *last_login_on* field doesn't get updated. This is a bit problematic in our case, as we can't easily distinguish between an inactive user and one that solely uses the API. The attached patch would change this behavior by calling *user.update_last_login_on* when finding the user via the API key.
Do you think it makes sense to apply this change or are there reasons against it?"
37108,Support all variation of same character in persian/arabic scripts,salman mp,New,"","There is some characters in persian that sometimes typed in arabic form described here[1].
Problem is that when you searching for some word e.g. «آبی» (means blue), if it already entered as «آبي» no result will be returned.

In other side, the solution can not be to replacing all occurance of ""ي"" to ""ی"". Because it is regular to have texts combinined of both Persian and Arabic parts. But it is desired when searching for «آبی», all words in other variant, returned. 

This is the list of variant charachters.

|_.Name |_.Persian |_.Unicode |_.Arabic |_.Unicode|
| 0| ۰| U+06F0| ٠|U+0660|
| 1| ۱| U+06F1| ١|U+0661|
| 2| ۲| U+06F2| ٢|U+0662|
| 3| ۳| U+06F3| ٣|U+0663|
| 4|۴| U+06F4| ٤|U+0664|
| 5| ۵| U+06F5| ٥|U+0665|
| 6| ۶| U+06F6| ٦|U+0666|
| 7| ۷| U+06F7| ٧|U+0667|
| 8| ۸| U+06F8| ٨|U+0668|
| 9| ۹| U+06F9| ٩|U+0669|
| ye | ی| U+06CC | ي |U+064A|
| kāf | ک| U+06A9| ك| U+0643|


fn1. https://en.wikipedia.org/wiki/Persian_alphabet#Deviations_from_the_Arabic_script"
37099,Add regexps to parse more SCM messages,Beni br,New,"","We are using commit messages like @feature/#ID-sometext@ or @feature/#ID_sometext@ where ID is a Redmine issue ID.
Currently Redmine does not add commits with such messages to the associted revisions because of the @/@ before the #ID.
Also these strings will not have a clickable link to the issue id because the the @-@ or @_@ behind the #ID.
With this patch Redmine will add such commits to an issues revisions and also the #ID in the message will become a clickable link."
37077,"""Unifying"" core/custom field logic",David Robinson,New,"","As pointed out in #12005, the schism between ""core"" fields and custom fields, is quite a pain in the neck, when trying to apply plugin logic to all fields.

I have created this issue in the hopes that the Redmine dev team, would consider unifying the logic behind core and custom fields, to facilitate plugin development targeting fields, whether they be custom or ""core""."
37062,Possibility to move custom fields before the built-in fields,Mi Go Ka,New,"","I would like to know whether it's possible to move a custom field before built-in ones (e.g., description)?

This is important in cases where we want the dev team see/fill-in a field before the description or even subject."
37005,Filter the issue whose status changed to open last week,tt677666 tt677666,New,"","our team created some issues in redmine at last week. 
The status of these issues has now changed to closed。

How to filter out those issues whose status changed to open last week"
36933,Halt Redmine boot entirely instead of showing a warning in admin/info when there are pending migrations,Mischa The Evil,Needs feedback,"","Starting with Redmine version#155 admin/info shows a warning when there are pending migrations (#35562). I think it makes no sense to let Redmine boot at all if there are pending migrations. It might even lead to data corruption in the DB.
It might be better to raise an exception and halt the boot process altogether with an initializer (e.g. _/config/initializers/05-check_pending_migrations.rb_) containing:
<pre><code class=""ruby"">
if Rails.env.production?
  ActiveRecord::Migration.check_pending!
end
</code></pre>

What do you think?"
36931, Option to search active projects only,Go MAEDA,New,"","If you usually close old projects that are only occasionally viewed, it may be annoying that so many issues from closed projects are shown in a search result.

I think it would be a nice improvement if Redmine will have an option to search for active projects only, like ""Open issues only"" option implemented by #10734."
36875,Run garbage collection by clicking on the admin site,C S,New,Related to #10253,"I thought of it while reading ticket #36860.
There, a console command is recommended for deleting orphaned files - never a good solution in my opinion!
Rather, there should be a link in the admin area. This would be especially useful if you don't have access to the console (e.g. Docker/Synology NAS)"
36854,Include workflow creation in REST API ,Vladimir Bocharov,New,"","Redmine API provide no possibility to create workflows. 
This feature is important for synchronization of workflow with another system. 
Please plan to implement this enhancement for the Redmine API - thank you!"
36852,Load and use bash/system ENV variables in config YML files ,Aleksandar Pavic,New,"","In some scenarios, where Redmine is automatically deployed, 
it would be of good use to read EXPORT or ENV variables and use them in config .yml files like database.yml

For example like elsastic
https://www.elastic.co/guide/en/beats/winlogbeat/current/using-environ-vars.html

<pre>
export DB-NAME = ""something"" 

</pre>
and in yml file 
<pre>
production:
  database: ${DB-NAME}

</pre>"
36848,"API  allow display ""watchers""  when listing several issues",Yazan Al aeddin,New,Related to #29894,"Hello
 
The Redmine API  allow listing ""watchers"" when returning an issue(""/issues/{id}.json?include[]=watchers""),
but not when listing several issues(""/issues.json?include[]=watchers"").
We propose this feature in this PR (https://github.com/redmine/redmine/pull/136).
Thank you for your help."
